Zone Name,Colony Name,Street No,Street Name,Node No,Node ID,X Coordinate (m),Y Coordinate (m),Connection Type,Connected To Zone,Connected To Colony,Connected To Street,Connected To Street No,Connected To Node No,Connected Node ID,Connected Node X (m),Connected Node Y (m),Edge Weight (m)
zone4,township-T6,2,township-T6 - Street 2,5,zone4_township-T6_S2_N5,2015,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,6,zone4_township-T6_S2_N6,2038,-580,23
zone4,township-T6,2,township-T6 - Street 2,5,zone4_township-T6_S2_N5,2015,-580,Street Edge,No Zone,None,None,0,8175,Free_N8175,2015,-560,20
zone4,township-T6,2,township-T6 - Street 2,6,zone4_township-T6_S2_N6,2038,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,5,zone4_township-T6_S2_N5,2015,-580,23
zone4,township-T6,2,township-T6 - Street 2,6,zone4_township-T6_S2_N6,2038,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,7,zone4_township-T6_S2_N7,2060,-580,22
zone4,township-T6,2,township-T6 - Street 2,6,zone4_township-T6_S2_N6,2038,-580,Street Edge,No Zone,None,None,0,8176,Free_N8176,2038,-560,20
zone4,township-T6,2,township-T6 - Street 2,7,zone4_township-T6_S2_N7,2060,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,6,zone4_township-T6_S2_N6,2038,-580,22
zone4,township-T6,2,township-T6 - Street 2,7,zone4_township-T6_S2_N7,2060,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,8,zone4_township-T6_S2_N8,2082,-580,22
zone4,township-T6,2,township-T6 - Street 2,7,zone4_township-T6_S2_N7,2060,-580,Street Edge,No Zone,None,None,0,8177,Free_N8177,2060,-560,20
zone4,township-T6,2,township-T6 - Street 2,8,zone4_township-T6_S2_N8,2082,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,7,zone4_township-T6_S2_N7,2060,-580,22
zone4,township-T6,2,township-T6 - Street 2,8,zone4_township-T6_S2_N8,2082,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,9,zone4_township-T6_S2_N9,2104,-580,22
zone4,township-T6,2,township-T6 - Street 2,8,zone4_township-T6_S2_N8,2082,-580,Street Edge,No Zone,None,None,0,8178,Free_N8178,2082,-560,20
zone4,township-T6,2,township-T6 - Street 2,9,zone4_township-T6_S2_N9,2104,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,8,zone4_township-T6_S2_N8,2082,-580,22
zone4,township-T6,2,township-T6 - Street 2,9,zone4_township-T6_S2_N9,2104,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,10,zone4_township-T6_S2_N10,2126,-580,22
zone4,township-T6,2,township-T6 - Street 2,9,zone4_township-T6_S2_N9,2104,-580,Street Edge,No Zone,None,None,0,8179,Free_N8179,2104,-560,20
zone4,township-T6,2,township-T6 - Street 2,10,zone4_township-T6_S2_N10,2126,-580,Street Edge,zone4,township-T6,township-T6 - Street 2,2,9,zone4_township-T6_S2_N9,2104,-580,22
zone4,township-T6,2,township-T6 - Street 2,10,zone4_township-T6_S2_N10,2126,-580,Street Edge,zone4,township-T6,township-T6 - Street 1,1,10,zone4_township-T6_S1_N10,2126,-540,40
zone4,township-T6,2,township-T6 - Street 2,10,zone4_township-T6_S2_N10,2126,-580,Street Edge,zone4,township-T6,township-T6 - Street 3,3,10,zone4_township-T6_S3_N10,2126,-620,40
zone4,township-T6,2,township-T6 - Street 2,10,zone4_township-T6_S2_N10,2126,-580,Street Edge,zone4,township-T7,township-T7 - Street 2,2,1,zone4_township-T7_S2_N1,2126,-580,0
zone4,township-T6,3,township-T6 - Street 3,1,zone4_township-T6_S3_N1,1926,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,2,zone4_township-T6_S3_N2,1949,-620,23
zone4,township-T6,3,township-T6 - Street 3,1,zone4_township-T6_S3_N1,1926,-620,Street Edge,zone4,township-T6,township-T6 - Street 2,2,1,zone4_township-T6_S2_N1,1926,-580,40
zone4,township-T6,3,township-T6 - Street 3,1,zone4_township-T6_S3_N1,1926,-620,Street Edge,zone4,township-T6,township-T6 - Street 4,4,1,zone4_township-T6_S4_N1,1926,-660,40
zone4,township-T6,3,township-T6 - Street 3,1,zone4_township-T6_S3_N1,1926,-620,Street Edge,zone4,township-T5,township-T5 - Street 3,3,10,zone4_township-T5_S3_N10,1926,-620,0
zone4,township-T6,3,township-T6 - Street 3,2,zone4_township-T6_S3_N2,1949,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,1,zone4_township-T6_S3_N1,1926,-620,23
zone4,township-T6,3,township-T6 - Street 3,2,zone4_township-T6_S3_N2,1949,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,3,zone4_township-T6_S3_N3,1971,-620,22
zone4,township-T6,3,township-T6 - Street 3,2,zone4_township-T6_S3_N2,1949,-620,Street Edge,No Zone,None,None,0,8180,Free_N8180,1949,-600,20
zone4,township-T6,3,township-T6 - Street 3,3,zone4_township-T6_S3_N3,1971,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,2,zone4_township-T6_S3_N2,1949,-620,22
zone4,township-T6,3,township-T6 - Street 3,3,zone4_township-T6_S3_N3,1971,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,4,zone4_township-T6_S3_N4,1993,-620,22
zone4,township-T6,3,township-T6 - Street 3,3,zone4_township-T6_S3_N3,1971,-620,Street Edge,No Zone,None,None,0,8181,Free_N8181,1971,-600,20
zone4,township-T6,3,township-T6 - Street 3,4,zone4_township-T6_S3_N4,1993,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,3,zone4_township-T6_S3_N3,1971,-620,22
zone4,township-T6,3,township-T6 - Street 3,4,zone4_township-T6_S3_N4,1993,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,5,zone4_township-T6_S3_N5,2015,-620,22
zone4,township-T6,3,township-T6 - Street 3,4,zone4_township-T6_S3_N4,1993,-620,Street Edge,No Zone,None,None,0,8182,Free_N8182,1993,-600,20
zone4,township-T6,3,township-T6 - Street 3,5,zone4_township-T6_S3_N5,2015,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,4,zone4_township-T6_S3_N4,1993,-620,22
zone4,township-T6,3,township-T6 - Street 3,5,zone4_township-T6_S3_N5,2015,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,6,zone4_township-T6_S3_N6,2038,-620,23
zone4,township-T6,3,township-T6 - Street 3,5,zone4_township-T6_S3_N5,2015,-620,Street Edge,No Zone,None,None,0,8183,Free_N8183,2015,-600,20
zone4,township-T6,3,township-T6 - Street 3,6,zone4_township-T6_S3_N6,2038,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,5,zone4_township-T6_S3_N5,2015,-620,23
zone4,township-T6,3,township-T6 - Street 3,6,zone4_township-T6_S3_N6,2038,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,7,zone4_township-T6_S3_N7,2060,-620,22
zone4,township-T6,3,township-T6 - Street 3,6,zone4_township-T6_S3_N6,2038,-620,Street Edge,No Zone,None,None,0,8184,Free_N8184,2038,-600,20
zone4,township-T6,3,township-T6 - Street 3,7,zone4_township-T6_S3_N7,2060,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,6,zone4_township-T6_S3_N6,2038,-620,22
zone4,township-T6,3,township-T6 - Street 3,7,zone4_township-T6_S3_N7,2060,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,8,zone4_township-T6_S3_N8,2082,-620,22
zone4,township-T6,3,township-T6 - Street 3,7,zone4_township-T6_S3_N7,2060,-620,Street Edge,No Zone,None,None,0,8185,Free_N8185,2060,-600,20
zone4,township-T6,3,township-T6 - Street 3,8,zone4_township-T6_S3_N8,2082,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,7,zone4_township-T6_S3_N7,2060,-620,22
zone4,township-T6,3,township-T6 - Street 3,8,zone4_township-T6_S3_N8,2082,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,9,zone4_township-T6_S3_N9,2104,-620,22
zone4,township-T6,3,township-T6 - Street 3,8,zone4_township-T6_S3_N8,2082,-620,Street Edge,No Zone,None,None,0,8186,Free_N8186,2082,-600,20
zone4,township-T6,3,township-T6 - Street 3,9,zone4_township-T6_S3_N9,2104,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,8,zone4_township-T6_S3_N8,2082,-620,22
zone4,township-T6,3,township-T6 - Street 3,9,zone4_township-T6_S3_N9,2104,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,10,zone4_township-T6_S3_N10,2126,-620,22
zone4,township-T6,3,township-T6 - Street 3,9,zone4_township-T6_S3_N9,2104,-620,Street Edge,No Zone,None,None,0,8187,Free_N8187,2104,-600,20
zone4,township-T6,3,township-T6 - Street 3,10,zone4_township-T6_S3_N10,2126,-620,Street Edge,zone4,township-T6,township-T6 - Street 3,3,9,zone4_township-T6_S3_N9,2104,-620,22
zone4,township-T6,3,township-T6 - Street 3,10,zone4_township-T6_S3_N10,2126,-620,Street Edge,zone4,township-T6,township-T6 - Street 2,2,10,zone4_township-T6_S2_N10,2126,-580,40
zone4,township-T6,3,township-T6 - Street 3,10,zone4_township-T6_S3_N10,2126,-620,Street Edge,zone4,township-T6,township-T6 - Street 4,4,10,zone4_township-T6_S4_N10,2126,-660,40
zone4,township-T6,3,township-T6 - Street 3,10,zone4_township-T6_S3_N10,2126,-620,Street Edge,zone4,township-T7,township-T7 - Street 3,3,1,zone4_township-T7_S3_N1,2126,-620,0
zone4,township-T6,4,township-T6 - Street 4,1,zone4_township-T6_S4_N1,1926,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,2,zone4_township-T6_S4_N2,1949,-660,23
zone4,township-T6,4,township-T6 - Street 4,1,zone4_township-T6_S4_N1,1926,-660,Street Edge,zone4,township-T6,township-T6 - Street 3,3,1,zone4_township-T6_S3_N1,1926,-620,40
zone4,township-T6,4,township-T6 - Street 4,1,zone4_township-T6_S4_N1,1926,-660,Street Edge,zone4,township-T6,township-T6 - Street 5,5,1,zone4_township-T6_S5_N1,1926,-700,40
zone4,township-T6,4,township-T6 - Street 4,1,zone4_township-T6_S4_N1,1926,-660,Street Edge,zone4,township-T5,township-T5 - Street 4,4,10,zone4_township-T5_S4_N10,1926,-660,0
zone4,township-T6,4,township-T6 - Street 4,2,zone4_township-T6_S4_N2,1949,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,1,zone4_township-T6_S4_N1,1926,-660,23
zone4,township-T6,4,township-T6 - Street 4,2,zone4_township-T6_S4_N2,1949,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,3,zone4_township-T6_S4_N3,1971,-660,22
zone4,township-T6,4,township-T6 - Street 4,2,zone4_township-T6_S4_N2,1949,-660,Street Edge,No Zone,None,None,0,8188,Free_N8188,1949,-640,20
zone4,township-T6,4,township-T6 - Street 4,3,zone4_township-T6_S4_N3,1971,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,2,zone4_township-T6_S4_N2,1949,-660,22
zone4,township-T6,4,township-T6 - Street 4,3,zone4_township-T6_S4_N3,1971,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,4,zone4_township-T6_S4_N4,1993,-660,22
zone4,township-T6,4,township-T6 - Street 4,3,zone4_township-T6_S4_N3,1971,-660,Street Edge,No Zone,None,None,0,8189,Free_N8189,1971,-640,20
zone4,township-T6,4,township-T6 - Street 4,4,zone4_township-T6_S4_N4,1993,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,3,zone4_township-T6_S4_N3,1971,-660,22
zone4,township-T6,4,township-T6 - Street 4,4,zone4_township-T6_S4_N4,1993,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,5,zone4_township-T6_S4_N5,2015,-660,22
zone4,township-T6,4,township-T6 - Street 4,4,zone4_township-T6_S4_N4,1993,-660,Street Edge,No Zone,None,None,0,8190,Free_N8190,1993,-640,20
zone4,township-T6,4,township-T6 - Street 4,5,zone4_township-T6_S4_N5,2015,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,4,zone4_township-T6_S4_N4,1993,-660,22
zone4,township-T6,4,township-T6 - Street 4,5,zone4_township-T6_S4_N5,2015,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,6,zone4_township-T6_S4_N6,2038,-660,23
zone4,township-T6,4,township-T6 - Street 4,5,zone4_township-T6_S4_N5,2015,-660,Street Edge,No Zone,None,None,0,8191,Free_N8191,2015,-640,20
zone4,township-T6,4,township-T6 - Street 4,6,zone4_township-T6_S4_N6,2038,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,5,zone4_township-T6_S4_N5,2015,-660,23
zone4,township-T6,4,township-T6 - Street 4,6,zone4_township-T6_S4_N6,2038,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,7,zone4_township-T6_S4_N7,2060,-660,22
zone4,township-T6,4,township-T6 - Street 4,6,zone4_township-T6_S4_N6,2038,-660,Street Edge,No Zone,None,None,0,8192,Free_N8192,2038,-640,20
zone4,township-T6,4,township-T6 - Street 4,7,zone4_township-T6_S4_N7,2060,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,6,zone4_township-T6_S4_N6,2038,-660,22
zone4,township-T6,4,township-T6 - Street 4,7,zone4_township-T6_S4_N7,2060,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,8,zone4_township-T6_S4_N8,2082,-660,22
zone4,township-T6,4,township-T6 - Street 4,7,zone4_township-T6_S4_N7,2060,-660,Street Edge,No Zone,None,None,0,8193,Free_N8193,2060,-640,20
zone4,township-T6,4,township-T6 - Street 4,8,zone4_township-T6_S4_N8,2082,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,7,zone4_township-T6_S4_N7,2060,-660,22
zone4,township-T6,4,township-T6 - Street 4,8,zone4_township-T6_S4_N8,2082,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,9,zone4_township-T6_S4_N9,2104,-660,22
zone4,township-T6,4,township-T6 - Street 4,8,zone4_township-T6_S4_N8,2082,-660,Street Edge,No Zone,None,None,0,8194,Free_N8194,2082,-640,20
zone4,township-T6,4,township-T6 - Street 4,9,zone4_township-T6_S4_N9,2104,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,8,zone4_township-T6_S4_N8,2082,-660,22
zone4,township-T6,4,township-T6 - Street 4,9,zone4_township-T6_S4_N9,2104,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,10,zone4_township-T6_S4_N10,2126,-660,22
zone4,township-T6,4,township-T6 - Street 4,9,zone4_township-T6_S4_N9,2104,-660,Street Edge,No Zone,None,None,0,8195,Free_N8195,2104,-640,20
zone4,township-T6,4,township-T6 - Street 4,10,zone4_township-T6_S4_N10,2126,-660,Street Edge,zone4,township-T6,township-T6 - Street 4,4,9,zone4_township-T6_S4_N9,2104,-660,22
zone4,township-T6,4,township-T6 - Street 4,10,zone4_township-T6_S4_N10,2126,-660,Street Edge,zone4,township-T6,township-T6 - Street 3,3,10,zone4_township-T6_S3_N10,2126,-620,40
zone4,township-T6,4,township-T6 - Street 4,10,zone4_township-T6_S4_N10,2126,-660,Street Edge,zone4,township-T6,township-T6 - Street 5,5,10,zone4_township-T6_S5_N10,2126,-700,40
zone4,township-T6,4,township-T6 - Street 4,10,zone4_township-T6_S4_N10,2126,-660,Street Edge,zone4,township-T7,township-T7 - Street 4,4,1,zone4_township-T7_S4_N1,2126,-660,0
zone4,township-T6,5,township-T6 - Street 5,1,zone4_township-T6_S5_N1,1926,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,2,zone4_township-T6_S5_N2,1949,-700,23
zone4,township-T6,5,township-T6 - Street 5,1,zone4_township-T6_S5_N1,1926,-700,Street Edge,zone4,township-T6,township-T6 - Street 4,4,1,zone4_township-T6_S4_N1,1926,-660,40
zone4,township-T6,5,township-T6 - Street 5,1,zone4_township-T6_S5_N1,1926,-700,Street Edge,zone4,township-T6,township-T6 - Street 6,6,1,zone4_township-T6_S6_N1,1926,-740,40
zone4,township-T6,5,township-T6 - Street 5,1,zone4_township-T6_S5_N1,1926,-700,Street Edge,zone4,township-T5,township-T5 - Street 5,5,10,zone4_township-T5_S5_N10,1926,-700,0
zone4,township-T6,5,township-T6 - Street 5,2,zone4_township-T6_S5_N2,1949,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,1,zone4_township-T6_S5_N1,1926,-700,23
zone4,township-T6,5,township-T6 - Street 5,2,zone4_township-T6_S5_N2,1949,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,3,zone4_township-T6_S5_N3,1971,-700,22
zone4,township-T6,5,township-T6 - Street 5,2,zone4_township-T6_S5_N2,1949,-700,Street Edge,No Zone,None,None,0,8196,Free_N8196,1949,-680,20
zone4,township-T6,5,township-T6 - Street 5,3,zone4_township-T6_S5_N3,1971,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,2,zone4_township-T6_S5_N2,1949,-700,22
zone4,township-T6,5,township-T6 - Street 5,3,zone4_township-T6_S5_N3,1971,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,4,zone4_township-T6_S5_N4,1993,-700,22
zone4,township-T6,5,township-T6 - Street 5,3,zone4_township-T6_S5_N3,1971,-700,Street Edge,No Zone,None,None,0,8197,Free_N8197,1971,-680,20
zone4,township-T6,5,township-T6 - Street 5,4,zone4_township-T6_S5_N4,1993,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,3,zone4_township-T6_S5_N3,1971,-700,22
zone4,township-T6,5,township-T6 - Street 5,4,zone4_township-T6_S5_N4,1993,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,5,zone4_township-T6_S5_N5,2015,-700,22
zone4,township-T6,5,township-T6 - Street 5,4,zone4_township-T6_S5_N4,1993,-700,Street Edge,No Zone,None,None,0,8198,Free_N8198,1993,-680,20
zone4,township-T6,5,township-T6 - Street 5,5,zone4_township-T6_S5_N5,2015,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,4,zone4_township-T6_S5_N4,1993,-700,22
zone4,township-T6,5,township-T6 - Street 5,5,zone4_township-T6_S5_N5,2015,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,6,zone4_township-T6_S5_N6,2038,-700,23
zone4,township-T6,5,township-T6 - Street 5,5,zone4_township-T6_S5_N5,2015,-700,Street Edge,No Zone,None,None,0,8199,Free_N8199,2015,-680,20
zone4,township-T6,5,township-T6 - Street 5,6,zone4_township-T6_S5_N6,2038,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,5,zone4_township-T6_S5_N5,2015,-700,23
zone4,township-T6,5,township-T6 - Street 5,6,zone4_township-T6_S5_N6,2038,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,7,zone4_township-T6_S5_N7,2060,-700,22
zone4,township-T6,5,township-T6 - Street 5,6,zone4_township-T6_S5_N6,2038,-700,Street Edge,No Zone,None,None,0,8200,Free_N8200,2038,-680,20
zone4,township-T6,5,township-T6 - Street 5,7,zone4_township-T6_S5_N7,2060,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,6,zone4_township-T6_S5_N6,2038,-700,22
zone4,township-T6,5,township-T6 - Street 5,7,zone4_township-T6_S5_N7,2060,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,8,zone4_township-T6_S5_N8,2082,-700,22
zone4,township-T6,5,township-T6 - Street 5,7,zone4_township-T6_S5_N7,2060,-700,Street Edge,No Zone,None,None,0,8201,Free_N8201,2060,-680,20
zone4,township-T6,5,township-T6 - Street 5,8,zone4_township-T6_S5_N8,2082,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,7,zone4_township-T6_S5_N7,2060,-700,22
zone4,township-T6,5,township-T6 - Street 5,8,zone4_township-T6_S5_N8,2082,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,9,zone4_township-T6_S5_N9,2104,-700,22
zone4,township-T6,5,township-T6 - Street 5,8,zone4_township-T6_S5_N8,2082,-700,Street Edge,No Zone,None,None,0,8202,Free_N8202,2082,-680,20
zone4,township-T6,5,township-T6 - Street 5,9,zone4_township-T6_S5_N9,2104,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,8,zone4_township-T6_S5_N8,2082,-700,22
zone4,township-T6,5,township-T6 - Street 5,9,zone4_township-T6_S5_N9,2104,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,10,zone4_township-T6_S5_N10,2126,-700,22
zone4,township-T6,5,township-T6 - Street 5,9,zone4_township-T6_S5_N9,2104,-700,Street Edge,No Zone,None,None,0,8203,Free_N8203,2104,-680,20
zone4,township-T6,5,township-T6 - Street 5,10,zone4_township-T6_S5_N10,2126,-700,Street Edge,zone4,township-T6,township-T6 - Street 5,5,9,zone4_township-T6_S5_N9,2104,-700,22
zone4,township-T6,5,township-T6 - Street 5,10,zone4_township-T6_S5_N10,2126,-700,Street Edge,zone4,township-T6,township-T6 - Street 4,4,10,zone4_township-T6_S4_N10,2126,-660,40
zone4,township-T6,5,township-T6 - Street 5,10,zone4_township-T6_S5_N10,2126,-700,Street Edge,zone4,township-T6,township-T6 - Street 6,6,10,zone4_township-T6_S6_N10,2126,-740,40
zone4,township-T6,5,township-T6 - Street 5,10,zone4_township-T6_S5_N10,2126,-700,Street Edge,zone4,township-T7,township-T7 - Street 5,5,1,zone4_township-T7_S5_N1,2126,-700,0
zone4,township-T6,6,township-T6 - Street 6,1,zone4_township-T6_S6_N1,1926,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,2,zone4_township-T6_S6_N2,1949,-740,23
zone4,township-T6,6,township-T6 - Street 6,1,zone4_township-T6_S6_N1,1926,-740,Street Edge,zone4,township-T6,township-T6 - Street 5,5,1,zone4_township-T6_S5_N1,1926,-700,40
zone4,township-T6,6,township-T6 - Street 6,1,zone4_township-T6_S6_N1,1926,-740,Street Edge,zone4,township-T5,township-T5 - Street 6,6,10,zone4_township-T5_S6_N10,1926,-740,0
zone4,township-T6,6,township-T6 - Street 6,1,zone4_township-T6_S6_N1,1926,-740,Street Edge,zone4,township-M6,township-M6 - Street 1,1,1,zone4_township-M6_S1_N1,1976,-880,149
zone4,township-T6,6,township-T6 - Street 6,2,zone4_township-T6_S6_N2,1949,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,1,zone4_township-T6_S6_N1,1926,-740,23
zone4,township-T6,6,township-T6 - Street 6,2,zone4_township-T6_S6_N2,1949,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,3,zone4_township-T6_S6_N3,1971,-740,22
zone4,township-T6,6,township-T6 - Street 6,2,zone4_township-T6_S6_N2,1949,-740,Street Edge,No Zone,None,None,0,8204,Free_N8204,1949,-720,20
zone4,township-T6,6,township-T6 - Street 6,3,zone4_township-T6_S6_N3,1971,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,2,zone4_township-T6_S6_N2,1949,-740,22
zone4,township-T6,6,township-T6 - Street 6,3,zone4_township-T6_S6_N3,1971,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,4,zone4_township-T6_S6_N4,1993,-740,22
zone4,township-T6,6,township-T6 - Street 6,3,zone4_township-T6_S6_N3,1971,-740,Street Edge,No Zone,None,None,0,8205,Free_N8205,1971,-720,20
zone4,township-T6,6,township-T6 - Street 6,4,zone4_township-T6_S6_N4,1993,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,3,zone4_township-T6_S6_N3,1971,-740,22
zone4,township-T6,6,township-T6 - Street 6,4,zone4_township-T6_S6_N4,1993,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,5,zone4_township-T6_S6_N5,2015,-740,22
zone4,township-T6,6,township-T6 - Street 6,4,zone4_township-T6_S6_N4,1993,-740,Street Edge,No Zone,None,None,0,8206,Free_N8206,1993,-720,20
zone4,township-T6,6,township-T6 - Street 6,5,zone4_township-T6_S6_N5,2015,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,4,zone4_township-T6_S6_N4,1993,-740,22
zone4,township-T6,6,township-T6 - Street 6,5,zone4_township-T6_S6_N5,2015,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,6,zone4_township-T6_S6_N6,2038,-740,23
zone4,township-T6,6,township-T6 - Street 6,5,zone4_township-T6_S6_N5,2015,-740,Street Edge,No Zone,None,None,0,8207,Free_N8207,2015,-720,20
zone4,township-T6,6,township-T6 - Street 6,6,zone4_township-T6_S6_N6,2038,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,5,zone4_township-T6_S6_N5,2015,-740,23
zone4,township-T6,6,township-T6 - Street 6,6,zone4_township-T6_S6_N6,2038,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,7,zone4_township-T6_S6_N7,2060,-740,22
zone4,township-T6,6,township-T6 - Street 6,6,zone4_township-T6_S6_N6,2038,-740,Street Edge,No Zone,None,None,0,8208,Free_N8208,2038,-720,20
zone4,township-T6,6,township-T6 - Street 6,7,zone4_township-T6_S6_N7,2060,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,6,zone4_township-T6_S6_N6,2038,-740,22
zone4,township-T6,6,township-T6 - Street 6,7,zone4_township-T6_S6_N7,2060,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,8,zone4_township-T6_S6_N8,2082,-740,22
zone4,township-T6,6,township-T6 - Street 6,7,zone4_township-T6_S6_N7,2060,-740,Street Edge,No Zone,None,None,0,8209,Free_N8209,2060,-720,20
zone4,township-T6,6,township-T6 - Street 6,8,zone4_township-T6_S6_N8,2082,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,7,zone4_township-T6_S6_N7,2060,-740,22
zone4,township-T6,6,township-T6 - Street 6,8,zone4_township-T6_S6_N8,2082,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,9,zone4_township-T6_S6_N9,2104,-740,22
zone4,township-T6,6,township-T6 - Street 6,8,zone4_township-T6_S6_N8,2082,-740,Street Edge,No Zone,None,None,0,8210,Free_N8210,2082,-720,20
zone4,township-T6,6,township-T6 - Street 6,9,zone4_township-T6_S6_N9,2104,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,8,zone4_township-T6_S6_N8,2082,-740,22
zone4,township-T6,6,township-T6 - Street 6,9,zone4_township-T6_S6_N9,2104,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,10,zone4_township-T6_S6_N10,2126,-740,22
zone4,township-T6,6,township-T6 - Street 6,9,zone4_township-T6_S6_N9,2104,-740,Street Edge,No Zone,None,None,0,8211,Free_N8211,2104,-720,20
zone4,township-T6,6,township-T6 - Street 6,10,zone4_township-T6_S6_N10,2126,-740,Street Edge,zone4,township-T6,township-T6 - Street 6,6,9,zone4_township-T6_S6_N9,2104,-740,22
zone4,township-T6,6,township-T6 - Street 6,10,zone4_township-T6_S6_N10,2126,-740,Street Edge,zone4,township-T6,township-T6 - Street 5,5,10,zone4_township-T6_S5_N10,2126,-700,40
zone4,township-T6,6,township-T6 - Street 6,10,zone4_township-T6_S6_N10,2126,-740,Street Edge,zone4,township-M6,township-M6 - Street 1,1,10,zone4_township-M6_S1_N10,2176,-880,149
zone4,township-T6,6,township-T6 - Street 6,10,zone4_township-T6_S6_N10,2126,-740,Street Edge,zone4,township-T7,township-T7 - Street 6,6,1,zone4_township-T7_S6_N1,2126,-740,0
zone4,township-T7,1,township-T7 - Street 1,1,zone4_township-T7_S1_N1,2126,-540,Street Edge,zone4,township-T7,township-T7 - Street 1,1,2,zone4_township-T7_S1_N2,2149,-540,23
zone4,township-T7,1,township-T7 - Street 1,1,zone4_township-T7_S1_N1,2126,-540,Street Edge,zone4,township-T7,township-T7 - Street 2,2,1,zone4_township-T7_S2_N1,2126,-580,40
